GO_ID	Constraint_Type	Taxon_ID
GO:0010662	only_in_taxon	NCBITaxon_33208
GO:0010663	only_in_taxon	NCBITaxon_33208
GO:0010664	only_in_taxon	NCBITaxon_33208
GO:0010665	only_in_taxon	NCBITaxon_33208
GO:0010666	only_in_taxon	NCBITaxon_33208
GO:0010667	only_in_taxon	NCBITaxon_33208
GO:0010668	only_in_taxon	NCBITaxon_6072
GO:0010669	never_in_taxon	NCBITaxon_2
GO:0010669	never_in_taxon	NCBITaxon_2157
GO:0010669	never_in_taxon	NCBITaxon_4896
GO:0010669	never_in_taxon	NCBITaxon_4932
GO:0010695	only_in_taxon	NCBITaxon_4751
GO:0010696	only_in_taxon	NCBITaxon_4751
GO:0010697	only_in_taxon	NCBITaxon_4751
GO:0010704	only_in_taxon	NCBITaxon_2759
GO:0010705	only_in_taxon	NCBITaxon_2759
GO:0010717	only_in_taxon	NCBITaxon_6072
GO:0010718	only_in_taxon	NCBITaxon_6072
GO:0010719	only_in_taxon	NCBITaxon_6072
GO:0010720	only_in_taxon	NCBITaxon_131567
GO:0010721	only_in_taxon	NCBITaxon_131567
GO:0010724	only_in_taxon	NCBITaxon_6072
GO:0010725	only_in_taxon	NCBITaxon_33213
GO:0010736	only_in_taxon	NCBITaxon_6072
GO:0010742	only_in_taxon	NCBITaxon_7742
GO:0010743	only_in_taxon	NCBITaxon_7742
GO:0010744	only_in_taxon	NCBITaxon_7742
GO:0010745	only_in_taxon	NCBITaxon_7742
GO:0010755	only_in_taxon	NCBITaxon_7742
GO:0010756	only_in_taxon	NCBITaxon_7742
GO:0010757	only_in_taxon	NCBITaxon_7742
GO:0010758	only_in_taxon	NCBITaxon_7742
GO:0010759	only_in_taxon	NCBITaxon_7742
GO:0010760	only_in_taxon	NCBITaxon_7742
GO:0010761	never_in_taxon	NCBITaxon_4890
GO:0010762	never_in_taxon	NCBITaxon_451864
GO:0010763	never_in_taxon	NCBITaxon_451864
GO:0010764	never_in_taxon	NCBITaxon_451864
GO:0010770	only_in_taxon	NCBITaxon_131567
GO:0010771	only_in_taxon	NCBITaxon_131567
GO:0010772	only_in_taxon	NCBITaxon_2759
GO:0010773	only_in_taxon	NCBITaxon_2759
GO:0010774	only_in_taxon	NCBITaxon_2759
GO:0010775	only_in_taxon	NCBITaxon_2759
GO:0010776	only_in_taxon	NCBITaxon_2759
GO:0010777	only_in_taxon	NCBITaxon_2759
GO:0010778	only_in_taxon	NCBITaxon_2759
GO:0010779	only_in_taxon	NCBITaxon_2759
GO:0010780	only_in_taxon	NCBITaxon_2759
GO:0010781	only_in_taxon	NCBITaxon_2759
GO:0010782	only_in_taxon	NCBITaxon_50557
GO:0010783	only_in_taxon	NCBITaxon_50557
GO:0010784	only_in_taxon	NCBITaxon_50557
GO:0010785	only_in_taxon	NCBITaxon_2759
GO:0010786	only_in_taxon	NCBITaxon_2759
GO:0010787	only_in_taxon	NCBITaxon_2759
GO:0010788	only_in_taxon	NCBITaxon_2759
GO:0010793	only_in_taxon	NCBITaxon_131567
GO:0010807	only_in_taxon	NCBITaxon_33208
GO:0010808	only_in_taxon	NCBITaxon_33208
GO:0010809	only_in_taxon	NCBITaxon_33208
GO:0010816	never_in_taxon	NCBITaxon_4895
GO:0010818	only_in_taxon	NCBITaxon_7742
GO:0010819	only_in_taxon	NCBITaxon_7742
GO:0010820	only_in_taxon	NCBITaxon_7742
GO:0010824	never_in_taxon	NCBITaxon_27896
GO:0010824	never_in_taxon	NCBITaxon_33090
GO:0010824	never_in_taxon	NCBITaxon_4751
GO:0010825	never_in_taxon	NCBITaxon_27896
GO:0010825	never_in_taxon	NCBITaxon_33090
GO:0010825	never_in_taxon	NCBITaxon_4751
GO:0010826	never_in_taxon	NCBITaxon_27896
GO:0010826	never_in_taxon	NCBITaxon_33090
GO:0010826	never_in_taxon	NCBITaxon_4751
GO:0010830	only_in_taxon	NCBITaxon_6072
GO:0010831	only_in_taxon	NCBITaxon_6072
GO:0010832	only_in_taxon	NCBITaxon_6072
GO:0010837	never_in_taxon	NCBITaxon_4751
GO:0010837	never_in_taxon	NCBITaxon_6656
GO:0010838	never_in_taxon	NCBITaxon_4751
GO:0010838	never_in_taxon	NCBITaxon_6656
GO:0010839	never_in_taxon	NCBITaxon_4751
GO:0010839	never_in_taxon	NCBITaxon_6656
GO:0010840	only_in_taxon	NCBITaxon_33208
GO:0010841	only_in_taxon	NCBITaxon_33208
GO:0010842	only_in_taxon	NCBITaxon_7742
GO:0010845	only_in_taxon	NCBITaxon_2759
GO:0010846	only_in_taxon	NCBITaxon_2759
GO:0010850	never_in_taxon	NCBITaxon_2
GO:0010850	never_in_taxon	NCBITaxon_2157
GO:0010850	never_in_taxon	NCBITaxon_4896
GO:0010850	never_in_taxon	NCBITaxon_4932
GO:0010865	only_in_taxon	NCBITaxon_33090
GO:0010880	only_in_taxon	NCBITaxon_131567
GO:0010881	only_in_taxon	NCBITaxon_131567
GO:0010881	never_in_taxon	NCBITaxon_2
GO:0010881	never_in_taxon	NCBITaxon_2157
GO:0010881	never_in_taxon	NCBITaxon_4896
GO:0010881	never_in_taxon	NCBITaxon_4932
GO:0010882	never_in_taxon	NCBITaxon_2
GO:0010882	never_in_taxon	NCBITaxon_2157
GO:0010882	never_in_taxon	NCBITaxon_4896
GO:0010882	never_in_taxon	NCBITaxon_4932
GO:0010892	only_in_taxon	NCBITaxon_2759
GO:0010901	never_in_taxon	NCBITaxon_2
GO:0010901	never_in_taxon	NCBITaxon_2157
GO:0010901	never_in_taxon	NCBITaxon_4896
GO:0010901	never_in_taxon	NCBITaxon_4932
GO:0010902	never_in_taxon	NCBITaxon_2
GO:0010902	never_in_taxon	NCBITaxon_2157
GO:0010902	never_in_taxon	NCBITaxon_4896
GO:0010902	never_in_taxon	NCBITaxon_4932
GO:0010903	never_in_taxon	NCBITaxon_2
GO:0010903	never_in_taxon	NCBITaxon_2157
GO:0010903	never_in_taxon	NCBITaxon_4896
GO:0010903	never_in_taxon	NCBITaxon_4932
GO:0010915	never_in_taxon	NCBITaxon_2
GO:0010915	never_in_taxon	NCBITaxon_2157
GO:0010915	never_in_taxon	NCBITaxon_4896
GO:0010915	never_in_taxon	NCBITaxon_4932
GO:0010916	never_in_taxon	NCBITaxon_2
GO:0010916	never_in_taxon	NCBITaxon_2157
GO:0010916	never_in_taxon	NCBITaxon_4896
GO:0010916	never_in_taxon	NCBITaxon_4932
GO:0010928	never_in_taxon	NCBITaxon_4751
GO:0010929	never_in_taxon	NCBITaxon_4751
GO:0010930	never_in_taxon	NCBITaxon_4751
GO:0010931	only_in_taxon	NCBITaxon_131567
GO:0010931	never_in_taxon	NCBITaxon_2
GO:0010931	never_in_taxon	NCBITaxon_2157
GO:0010931	never_in_taxon	NCBITaxon_4895
GO:0010931	never_in_taxon	NCBITaxon_4932
GO:0010932	only_in_taxon	NCBITaxon_131567
GO:0010932	never_in_taxon	NCBITaxon_2
GO:0010932	never_in_taxon	NCBITaxon_2157
GO:0010932	never_in_taxon	NCBITaxon_4895
GO:0010932	never_in_taxon	NCBITaxon_4932
GO:0010933	only_in_taxon	NCBITaxon_131567
GO:0010933	never_in_taxon	NCBITaxon_2
GO:0010933	never_in_taxon	NCBITaxon_2157
GO:0010933	never_in_taxon	NCBITaxon_4895
GO:0010933	never_in_taxon	NCBITaxon_4932
GO:0010934	never_in_taxon	NCBITaxon_2
GO:0010934	never_in_taxon	NCBITaxon_2157
GO:0010934	never_in_taxon	NCBITaxon_4895
GO:0010934	never_in_taxon	NCBITaxon_4932
GO:0010935	never_in_taxon	NCBITaxon_2
GO:0010935	never_in_taxon	NCBITaxon_2157
GO:0010935	never_in_taxon	NCBITaxon_4895
GO:0010935	never_in_taxon	NCBITaxon_4932
GO:0010936	never_in_taxon	NCBITaxon_2
GO:0010936	never_in_taxon	NCBITaxon_2157
GO:0010936	never_in_taxon	NCBITaxon_4895
GO:0010936	never_in_taxon	NCBITaxon_4932
GO:0010946	only_in_taxon	NCBITaxon_2759
GO:0010947	only_in_taxon	NCBITaxon_2759
GO:0010949	never_in_taxon	NCBITaxon_2
GO:0010949	never_in_taxon	NCBITaxon_2157
GO:0010949	never_in_taxon	NCBITaxon_4896
GO:0010949	never_in_taxon	NCBITaxon_4932
GO:0010961	only_in_taxon	NCBITaxon_131567
GO:0010964	only_in_taxon	NCBITaxon_131567
GO:0010964	never_in_taxon	NCBITaxon_4930
GO:0010965	only_in_taxon	NCBITaxon_2759
GO:0010968	only_in_taxon	NCBITaxon_131567
GO:0010969	only_in_taxon	NCBITaxon_4751
GO:0010970	only_in_taxon	NCBITaxon_131567
GO:0010971	only_in_taxon	NCBITaxon_2759
GO:0010972	only_in_taxon	NCBITaxon_2759
GO:0010973	only_in_taxon	NCBITaxon_Union_0000020
GO:0010974	only_in_taxon	NCBITaxon_Union_0000020
GO:0010975	only_in_taxon	NCBITaxon_6072
GO:0010976	only_in_taxon	NCBITaxon_6072
GO:0010977	only_in_taxon	NCBITaxon_6072
GO:0010982	never_in_taxon	NCBITaxon_2
GO:0010982	never_in_taxon	NCBITaxon_2157
GO:0010982	never_in_taxon	NCBITaxon_4896
GO:0010982	never_in_taxon	NCBITaxon_4932
GO:0010983	never_in_taxon	NCBITaxon_2
GO:0010983	never_in_taxon	NCBITaxon_2157
GO:0010983	never_in_taxon	NCBITaxon_4896
GO:0010983	never_in_taxon	NCBITaxon_4932
GO:0010984	never_in_taxon	NCBITaxon_2
GO:0010984	never_in_taxon	NCBITaxon_2157
GO:0010984	never_in_taxon	NCBITaxon_4896
GO:0010984	never_in_taxon	NCBITaxon_4932
GO:0010985	never_in_taxon	NCBITaxon_2
GO:0010985	never_in_taxon	NCBITaxon_2157
GO:0010985	never_in_taxon	NCBITaxon_4896
GO:0010985	never_in_taxon	NCBITaxon_4932
GO:0010986	never_in_taxon	NCBITaxon_2
GO:0010986	never_in_taxon	NCBITaxon_2157
GO:0010986	never_in_taxon	NCBITaxon_4896
GO:0010986	never_in_taxon	NCBITaxon_4932
GO:0010987	never_in_taxon	NCBITaxon_2
GO:0010987	never_in_taxon	NCBITaxon_2157
GO:0010987	never_in_taxon	NCBITaxon_4896
GO:0010987	never_in_taxon	NCBITaxon_4932
GO:0010988	never_in_taxon	NCBITaxon_2
GO:0010988	never_in_taxon	NCBITaxon_2157
GO:0010988	never_in_taxon	NCBITaxon_4896
GO:0010988	never_in_taxon	NCBITaxon_4932
GO:0010989	never_in_taxon	NCBITaxon_2
GO:0010989	never_in_taxon	NCBITaxon_2157
GO:0010989	never_in_taxon	NCBITaxon_4896
GO:0010989	never_in_taxon	NCBITaxon_4932
GO:0010992	only_in_taxon	NCBITaxon_131567
GO:0010994	only_in_taxon	NCBITaxon_131567
GO:0010995	only_in_taxon	NCBITaxon_131567
GO:0010998	only_in_taxon	NCBITaxon_131567
GO:0010999	only_in_taxon	NCBITaxon_131567
GO:0012505	only_in_taxon	NCBITaxon_131567
GO:0012507	only_in_taxon	NCBITaxon_131567
GO:0012508	only_in_taxon	NCBITaxon_131567
GO:0012509	only_in_taxon	NCBITaxon_131567
GO:0012510	only_in_taxon	NCBITaxon_131567
GO:0012511	only_in_taxon	NCBITaxon_33090
GO:0014000	only_in_taxon	NCBITaxon_33208
GO:0014001	only_in_taxon	NCBITaxon_33090
GO:0014002	only_in_taxon	NCBITaxon_7742
GO:0014003	only_in_taxon	NCBITaxon_7742
GO:0014004	only_in_taxon	NCBITaxon_7742
GO:0014005	only_in_taxon	NCBITaxon_7742
GO:0014006	only_in_taxon	NCBITaxon_7742
GO:0014007	only_in_taxon	NCBITaxon_7742
GO:0014008	only_in_taxon	NCBITaxon_7742
GO:0014009	only_in_taxon	NCBITaxon_6072
GO:0014010	only_in_taxon	NCBITaxon_6072
GO:0014011	only_in_taxon	NCBITaxon_6072
GO:0014012	only_in_taxon	NCBITaxon_6072
GO:0014013	only_in_taxon	NCBITaxon_6072
GO:0014014	only_in_taxon	NCBITaxon_6072
GO:0014015	only_in_taxon	NCBITaxon_6072
GO:0014016	only_in_taxon	NCBITaxon_7742
GO:0014017	only_in_taxon	NCBITaxon_7742
GO:0014018	only_in_taxon	NCBITaxon_7742
GO:0014019	only_in_taxon	NCBITaxon_7742
GO:0014020	only_in_taxon	NCBITaxon_7711
GO:0014021	only_in_taxon	NCBITaxon_40674
GO:0014022	only_in_taxon	NCBITaxon_7711
GO:0014023	only_in_taxon	NCBITaxon_32443
GO:0014025	only_in_taxon	NCBITaxon_32443
GO:0014028	only_in_taxon	NCBITaxon_7711
GO:0014029	only_in_taxon	NCBITaxon_89593
GO:0014030	only_in_taxon	NCBITaxon_6072
GO:0014031	only_in_taxon	NCBITaxon_6072
GO:0014032	only_in_taxon	NCBITaxon_89593
GO:0014033	only_in_taxon	NCBITaxon_89593
GO:0014034	only_in_taxon	NCBITaxon_89593
GO:0014035	only_in_taxon	NCBITaxon_89593
GO:0014036	only_in_taxon	NCBITaxon_89593
GO:0014037	only_in_taxon	NCBITaxon_89593
GO:0014038	only_in_taxon	NCBITaxon_89593
GO:0014039	only_in_taxon	NCBITaxon_89593
GO:0014040	only_in_taxon	NCBITaxon_89593
GO:0014041	only_in_taxon	NCBITaxon_6072
GO:0014042	only_in_taxon	NCBITaxon_6072
GO:0014043	only_in_taxon	NCBITaxon_6072
GO:0014044	only_in_taxon	NCBITaxon_89593
GO:0014045	only_in_taxon	NCBITaxon_7742
GO:0014055	only_in_taxon	NCBITaxon_33208
GO:0014056	only_in_taxon	NCBITaxon_33208
GO:0014057	only_in_taxon	NCBITaxon_33208
GO:0014058	only_in_taxon	NCBITaxon_33208
GO:0014069	only_in_taxon	NCBITaxon_6072
GO:0014701	only_in_taxon	NCBITaxon_6072
GO:0014702	only_in_taxon	NCBITaxon_6072
GO:0014703	only_in_taxon	NCBITaxon_33208
GO:0014704	never_in_taxon	NCBITaxon_4751
GO:0014705	only_in_taxon	NCBITaxon_6072
GO:0014706	only_in_taxon	NCBITaxon_6072
GO:0014707	only_in_taxon	NCBITaxon_7742
GO:0014708	only_in_taxon	NCBITaxon_7742
GO:0014709	only_in_taxon	NCBITaxon_7742
GO:0014710	only_in_taxon	NCBITaxon_7742
GO:0014711	only_in_taxon	NCBITaxon_7742
GO:0014712	only_in_taxon	NCBITaxon_7742
GO:0014713	only_in_taxon	NCBITaxon_7742
GO:0014714	only_in_taxon	NCBITaxon_33213
GO:0014715	only_in_taxon	NCBITaxon_6072
GO:0014716	only_in_taxon	NCBITaxon_7742
GO:0014717	only_in_taxon	NCBITaxon_7742
GO:0014718	only_in_taxon	NCBITaxon_7742
GO:0014719	only_in_taxon	NCBITaxon_7742
GO:0014720	only_in_taxon	NCBITaxon_33208
GO:0014721	only_in_taxon	NCBITaxon_33208
GO:0014722	only_in_taxon	NCBITaxon_33208
GO:0014723	only_in_taxon	NCBITaxon_33208
GO:0014724	only_in_taxon	NCBITaxon_33208
GO:0014725	only_in_taxon	NCBITaxon_7742
GO:0014726	only_in_taxon	NCBITaxon_7742
GO:0014727	only_in_taxon	NCBITaxon_7742
GO:0014728	only_in_taxon	NCBITaxon_33208
GO:0014729	only_in_taxon	NCBITaxon_33208
GO:0014730	only_in_taxon	NCBITaxon_7742
GO:0014731	only_in_taxon	NCBITaxon_131567
GO:0014732	never_in_taxon	NCBITaxon_2
GO:0014732	never_in_taxon	NCBITaxon_2157
GO:0014732	never_in_taxon	NCBITaxon_4896
GO:0014732	never_in_taxon	NCBITaxon_4932
GO:0014733	never_in_taxon	NCBITaxon_2
GO:0014733	never_in_taxon	NCBITaxon_2157
GO:0014733	never_in_taxon	NCBITaxon_4896
GO:0014733	never_in_taxon	NCBITaxon_4932
GO:0014734	never_in_taxon	NCBITaxon_2
GO:0014734	never_in_taxon	NCBITaxon_2157
GO:0014734	never_in_taxon	NCBITaxon_4896
GO:0014734	never_in_taxon	NCBITaxon_4932
GO:0014735	never_in_taxon	NCBITaxon_2
GO:0014735	never_in_taxon	NCBITaxon_2157
GO:0014735	never_in_taxon	NCBITaxon_4896
GO:0014735	never_in_taxon	NCBITaxon_4932
GO:0014736	never_in_taxon	NCBITaxon_2
GO:0014736	never_in_taxon	NCBITaxon_2157
GO:0014736	never_in_taxon	NCBITaxon_4896
GO:0014736	never_in_taxon	NCBITaxon_4932
GO:0014737	never_in_taxon	NCBITaxon_2
GO:0014737	never_in_taxon	NCBITaxon_2157
GO:0014737	never_in_taxon	NCBITaxon_4896
GO:0014737	never_in_taxon	NCBITaxon_4932
GO:0014738	never_in_taxon	NCBITaxon_2
GO:0014738	never_in_taxon	NCBITaxon_2157
GO:0014738	never_in_taxon	NCBITaxon_4896
GO:0014738	never_in_taxon	NCBITaxon_4932
GO:0014739	never_in_taxon	NCBITaxon_2
GO:0014739	never_in_taxon	NCBITaxon_2157
GO:0014739	never_in_taxon	NCBITaxon_4896
GO:0014739	never_in_taxon	NCBITaxon_4932
GO:0014740	never_in_taxon	NCBITaxon_2
GO:0014740	never_in_taxon	NCBITaxon_2157
GO:0014740	never_in_taxon	NCBITaxon_4896
GO:0014740	never_in_taxon	NCBITaxon_4932
GO:0014741	never_in_taxon	NCBITaxon_2
GO:0014741	never_in_taxon	NCBITaxon_2157
GO:0014741	never_in_taxon	NCBITaxon_4896
GO:0014741	never_in_taxon	NCBITaxon_4932
GO:0014742	never_in_taxon	NCBITaxon_2
GO:0014742	never_in_taxon	NCBITaxon_2157
GO:0014742	never_in_taxon	NCBITaxon_4896
GO:0014742	never_in_taxon	NCBITaxon_4932
GO:0014743	never_in_taxon	NCBITaxon_2
GO:0014743	never_in_taxon	NCBITaxon_2157
GO:0014743	never_in_taxon	NCBITaxon_4896
GO:0014743	never_in_taxon	NCBITaxon_4932
GO:0014744	never_in_taxon	NCBITaxon_2
GO:0014744	never_in_taxon	NCBITaxon_2157
GO:0014744	never_in_taxon	NCBITaxon_4896
GO:0014744	never_in_taxon	NCBITaxon_4932
GO:0014745	never_in_taxon	NCBITaxon_2
GO:0014745	never_in_taxon	NCBITaxon_2157
GO:0014745	never_in_taxon	NCBITaxon_4896
GO:0014745	never_in_taxon	NCBITaxon_4932
GO:0014746	only_in_taxon	NCBITaxon_33208
GO:0014747	only_in_taxon	NCBITaxon_33208
GO:0014748	only_in_taxon	NCBITaxon_33208
GO:0014801	only_in_taxon	NCBITaxon_6072
GO:0014802	only_in_taxon	NCBITaxon_6072
GO:0014803	only_in_taxon	NCBITaxon_6072
GO:0014804	only_in_taxon	NCBITaxon_6072
GO:0014805	never_in_taxon	NCBITaxon_2
GO:0014805	never_in_taxon	NCBITaxon_2157
GO:0014805	never_in_taxon	NCBITaxon_4896
GO:0014805	never_in_taxon	NCBITaxon_4932
GO:0014806	never_in_taxon	NCBITaxon_2
GO:0014806	never_in_taxon	NCBITaxon_2157
GO:0014806	never_in_taxon	NCBITaxon_4896
GO:0014806	never_in_taxon	NCBITaxon_4932
GO:0014807	only_in_taxon	NCBITaxon_7711
GO:0014808	only_in_taxon	NCBITaxon_131567
GO:0014809	only_in_taxon	NCBITaxon_33208
GO:0014810	only_in_taxon	NCBITaxon_33208
GO:0014811	only_in_taxon	NCBITaxon_33208
GO:0014812	never_in_taxon	NCBITaxon_4890
GO:0014813	only_in_taxon	NCBITaxon_7742
GO:0014814	only_in_taxon	NCBITaxon_6072
GO:0014816	only_in_taxon	NCBITaxon_7742
GO:0014817	only_in_taxon	NCBITaxon_7742
GO:0014818	only_in_taxon	NCBITaxon_7742
GO:0014819	only_in_taxon	NCBITaxon_33208
GO:0014820	never_in_taxon	NCBITaxon_2
GO:0014820	never_in_taxon	NCBITaxon_2157
GO:0014820	never_in_taxon	NCBITaxon_4896
GO:0014820	never_in_taxon	NCBITaxon_4932
GO:0014821	never_in_taxon	NCBITaxon_2
GO:0014821	never_in_taxon	NCBITaxon_2157
GO:0014821	never_in_taxon	NCBITaxon_4896
GO:0014821	never_in_taxon	NCBITaxon_4932
GO:0014824	never_in_taxon	NCBITaxon_2
GO:0014824	never_in_taxon	NCBITaxon_2157
GO:0014824	never_in_taxon	NCBITaxon_4896
GO:0014824	never_in_taxon	NCBITaxon_4932
GO:0014825	never_in_taxon	NCBITaxon_2
GO:0014825	never_in_taxon	NCBITaxon_2157
GO:0014825	never_in_taxon	NCBITaxon_4896
GO:0014825	never_in_taxon	NCBITaxon_4932
GO:0014826	never_in_taxon	NCBITaxon_2
GO:0014826	never_in_taxon	NCBITaxon_2157
GO:0014826	never_in_taxon	NCBITaxon_4896
GO:0014826	never_in_taxon	NCBITaxon_4932
GO:0014827	never_in_taxon	NCBITaxon_2
GO:0014827	never_in_taxon	NCBITaxon_2157
GO:0014827	never_in_taxon	NCBITaxon_4896
GO:0014827	never_in_taxon	NCBITaxon_4932
GO:0014828	never_in_taxon	NCBITaxon_2
GO:0014828	never_in_taxon	NCBITaxon_2157
GO:0014828	never_in_taxon	NCBITaxon_4896
GO:0014828	never_in_taxon	NCBITaxon_4932
GO:0014829	never_in_taxon	NCBITaxon_2
GO:0014829	never_in_taxon	NCBITaxon_2157
GO:0014829	never_in_taxon	NCBITaxon_4896
GO:0014829	never_in_taxon	NCBITaxon_4932
GO:0014830	never_in_taxon	NCBITaxon_2
GO:0014830	never_in_taxon	NCBITaxon_2157
GO:0014830	never_in_taxon	NCBITaxon_4896
GO:0014830	never_in_taxon	NCBITaxon_4932
GO:0014831	never_in_taxon	NCBITaxon_2
GO:0014831	never_in_taxon	NCBITaxon_2157
GO:0014831	never_in_taxon	NCBITaxon_4896
GO:0014831	never_in_taxon	NCBITaxon_4932
GO:0014832	never_in_taxon	NCBITaxon_2
GO:0014832	never_in_taxon	NCBITaxon_2157
GO:0014832	never_in_taxon	NCBITaxon_4896
GO:0014832	never_in_taxon	NCBITaxon_4932
GO:0014832	never_in_taxon	NCBITaxon_8782
GO:0014833	only_in_taxon	NCBITaxon_7742
GO:0014834	only_in_taxon	NCBITaxon_7742
GO:0014835	only_in_taxon	NCBITaxon_7742
GO:0014836	only_in_taxon	NCBITaxon_7742
GO:0014837	only_in_taxon	NCBITaxon_7742
GO:0014838	only_in_taxon	NCBITaxon_7742
GO:0014839	only_in_taxon	NCBITaxon_7742
GO:0014841	never_in_taxon	NCBITaxon_4751
GO:0014842	never_in_taxon	NCBITaxon_4751
GO:0014843	never_in_taxon	NCBITaxon_4751
GO:0014844	only_in_taxon	NCBITaxon_7742
GO:0014845	never_in_taxon	NCBITaxon_2
GO:0014845	never_in_taxon	NCBITaxon_2157
GO:0014845	never_in_taxon	NCBITaxon_4896
GO:0014845	never_in_taxon	NCBITaxon_4932
GO:0014846	never_in_taxon	NCBITaxon_2
GO:0014846	never_in_taxon	NCBITaxon_2157
GO:0014846	never_in_taxon	NCBITaxon_4896
GO:0014846	never_in_taxon	NCBITaxon_4932
GO:0014847	never_in_taxon	NCBITaxon_2
GO:0014847	never_in_taxon	NCBITaxon_2157
GO:0014847	never_in_taxon	NCBITaxon_4896
GO:0014847	never_in_taxon	NCBITaxon_4932
GO:0014848	never_in_taxon	NCBITaxon_2
GO:0014848	never_in_taxon	NCBITaxon_2157
GO:0014848	never_in_taxon	NCBITaxon_4896
GO:0014848	never_in_taxon	NCBITaxon_4932
GO:0014849	never_in_taxon	NCBITaxon_2
GO:0014849	never_in_taxon	NCBITaxon_2157
GO:0014849	never_in_taxon	NCBITaxon_4896
GO:0014849	never_in_taxon	NCBITaxon_4932
GO:0014850	never_in_taxon	NCBITaxon_4751
GO:0014852	only_in_taxon	NCBITaxon_33208
GO:0014853	only_in_taxon	NCBITaxon_33208
GO:0014855	never_in_taxon	NCBITaxon_4751
GO:0014856	never_in_taxon	NCBITaxon_4751
GO:0014857	never_in_taxon	NCBITaxon_4751
GO:0014858	never_in_taxon	NCBITaxon_4751
GO:0014859	never_in_taxon	NCBITaxon_4751
GO:0014860	only_in_taxon	NCBITaxon_33208
GO:0014861	only_in_taxon	NCBITaxon_33208
GO:0014862	only_in_taxon	NCBITaxon_33208
GO:0014864	never_in_taxon	NCBITaxon_4751
GO:0014866	only_in_taxon	NCBITaxon_7742
GO:0014868	only_in_taxon	NCBITaxon_33208
GO:0014869	never_in_taxon	NCBITaxon_4751
GO:0014870	never_in_taxon	NCBITaxon_4751
GO:0014871	only_in_taxon	NCBITaxon_33208
GO:0014873	never_in_taxon	NCBITaxon_2
GO:0014873	never_in_taxon	NCBITaxon_2157
GO:0014873	never_in_taxon	NCBITaxon_4751
GO:0014874	never_in_taxon	NCBITaxon_2
GO:0014874	never_in_taxon	NCBITaxon_2157
GO:0014874	never_in_taxon	NCBITaxon_4896
GO:0014874	never_in_taxon	NCBITaxon_4932
GO:0014875	never_in_taxon	NCBITaxon_2
GO:0014875	never_in_taxon	NCBITaxon_2157
GO:0014875	never_in_taxon	NCBITaxon_4751
GO:0014876	never_in_taxon	NCBITaxon_2
GO:0014876	never_in_taxon	NCBITaxon_2157
GO:0014876	never_in_taxon	NCBITaxon_4896
GO:0014876	never_in_taxon	NCBITaxon_4932
GO:0014877	never_in_taxon	NCBITaxon_2
GO:0014877	never_in_taxon	NCBITaxon_2157
GO:0014877	never_in_taxon	NCBITaxon_4751
GO:0014878	never_in_taxon	NCBITaxon_2
GO:0014878	never_in_taxon	NCBITaxon_2157
GO:0014878	never_in_taxon	NCBITaxon_4896
GO:0014878	never_in_taxon	NCBITaxon_4932
GO:0014879	never_in_taxon	NCBITaxon_2
GO:0014879	never_in_taxon	NCBITaxon_2157
GO:0014879	never_in_taxon	NCBITaxon_4896
GO:0014879	never_in_taxon	NCBITaxon_4932
GO:0014880	only_in_taxon	NCBITaxon_33208
GO:0014881	never_in_taxon	NCBITaxon_2
GO:0014881	never_in_taxon	NCBITaxon_2157
GO:0014881	never_in_taxon	NCBITaxon_4896
GO:0014881	never_in_taxon	NCBITaxon_4932
GO:0014882	never_in_taxon	NCBITaxon_2
GO:0014882	never_in_taxon	NCBITaxon_2157
GO:0014882	never_in_taxon	NCBITaxon_4896
GO:0014882	never_in_taxon	NCBITaxon_4932
GO:0014883	never_in_taxon	NCBITaxon_2
GO:0014883	never_in_taxon	NCBITaxon_2157
GO:0014883	never_in_taxon	NCBITaxon_4896
GO:0014883	never_in_taxon	NCBITaxon_4932
GO:0014884	never_in_taxon	NCBITaxon_2
GO:0014884	never_in_taxon	NCBITaxon_2157
GO:0014884	never_in_taxon	NCBITaxon_4751
GO:0014885	never_in_taxon	NCBITaxon_2
GO:0014885	never_in_taxon	NCBITaxon_2157
GO:0014885	never_in_taxon	NCBITaxon_4896
GO:0014885	never_in_taxon	NCBITaxon_4932
GO:0014886	never_in_taxon	NCBITaxon_2
GO:0014886	never_in_taxon	NCBITaxon_2157
GO:0014886	never_in_taxon	NCBITaxon_4896
GO:0014886	never_in_taxon	NCBITaxon_4932
GO:0014887	never_in_taxon	NCBITaxon_2
GO:0014887	never_in_taxon	NCBITaxon_2157
GO:0014887	never_in_taxon	NCBITaxon_4896
GO:0014887	never_in_taxon	NCBITaxon_4932
GO:0014888	never_in_taxon	NCBITaxon_2
GO:0014888	never_in_taxon	NCBITaxon_2157
GO:0014888	never_in_taxon	NCBITaxon_4896
GO:0014888	never_in_taxon	NCBITaxon_4932
GO:0014889	never_in_taxon	NCBITaxon_2
GO:0014889	never_in_taxon	NCBITaxon_2157
GO:0014889	never_in_taxon	NCBITaxon_4896
GO:0014889	never_in_taxon	NCBITaxon_4932
GO:0014890	never_in_taxon	NCBITaxon_2
GO:0014890	never_in_taxon	NCBITaxon_2157
GO:0014890	never_in_taxon	NCBITaxon_4896
GO:0014890	never_in_taxon	NCBITaxon_4932
GO:0014891	never_in_taxon	NCBITaxon_2
GO:0014891	never_in_taxon	NCBITaxon_2157
GO:0014891	never_in_taxon	NCBITaxon_4896
