GO_ID	Constraint_Type	Taxon_ID
GO:0000328	only_in_taxon	NCBITaxon_4751
GO:0000329	only_in_taxon	NCBITaxon_4751
GO:0000330	only_in_taxon	NCBITaxon_33090
GO:0000331	only_in_taxon	NCBITaxon_131567
GO:0000333	only_in_taxon	NCBITaxon_2759
GO:0000343	only_in_taxon	NCBITaxon_131567
GO:0000343	never_in_taxon	NCBITaxon_2
GO:0000343	never_in_taxon	NCBITaxon_2157
GO:0000343	never_in_taxon	NCBITaxon_28009
GO:0000343	never_in_taxon	NCBITaxon_33208
GO:0000343	never_in_taxon	NCBITaxon_4751
GO:0000343	never_in_taxon	NCBITaxon_554915
GO:0000344	only_in_taxon	NCBITaxon_131567
GO:0000344	never_in_taxon	NCBITaxon_2
GO:0000344	never_in_taxon	NCBITaxon_2157
GO:0000344	never_in_taxon	NCBITaxon_28009
GO:0000344	never_in_taxon	NCBITaxon_33208
GO:0000344	never_in_taxon	NCBITaxon_4751
GO:0000344	never_in_taxon	NCBITaxon_554915
GO:0000345	only_in_taxon	NCBITaxon_2
GO:0000346	only_in_taxon	NCBITaxon_2759
GO:0000347	only_in_taxon	NCBITaxon_2759
GO:0000348	only_in_taxon	NCBITaxon_2759
GO:0000352	only_in_taxon	NCBITaxon_2759
GO:0000352	never_in_taxon	NCBITaxon_4751
GO:0000353	never_in_taxon	NCBITaxon_4751
GO:0000354	only_in_taxon	NCBITaxon_2759
GO:0000365	never_in_taxon	NCBITaxon_4751
GO:0000366	never_in_taxon	NCBITaxon_4751
GO:0000387	only_in_taxon	NCBITaxon_2759
GO:0000389	only_in_taxon	NCBITaxon_2759
GO:0000395	only_in_taxon	NCBITaxon_2759
GO:0000399	only_in_taxon	NCBITaxon_131567
GO:0000399	never_in_taxon	NCBITaxon_4895
GO:0000407	only_in_taxon	NCBITaxon_131567
GO:0000418	only_in_taxon	NCBITaxon_2759
GO:0000419	only_in_taxon	NCBITaxon_2759
GO:0000421	only_in_taxon	NCBITaxon_131567
GO:0000422	only_in_taxon	NCBITaxon_2759
GO:0000423	only_in_taxon	NCBITaxon_2759
GO:0000424	only_in_taxon	NCBITaxon_2759
GO:0000425	only_in_taxon	NCBITaxon_2759
GO:0000426	only_in_taxon	NCBITaxon_716545
GO:0000427	only_in_taxon	NCBITaxon_131567
GO:0000427	never_in_taxon	NCBITaxon_2
GO:0000427	never_in_taxon	NCBITaxon_2157
GO:0000427	never_in_taxon	NCBITaxon_28009
GO:0000427	never_in_taxon	NCBITaxon_33208
GO:0000427	never_in_taxon	NCBITaxon_4751
GO:0000427	never_in_taxon	NCBITaxon_554915
GO:0000438	only_in_taxon	NCBITaxon_2759
GO:0000439	only_in_taxon	NCBITaxon_2759
GO:0000440	only_in_taxon	NCBITaxon_2759
GO:0000444	only_in_taxon	NCBITaxon_131567
GO:0000445	only_in_taxon	NCBITaxon_2759
GO:0000446	only_in_taxon	NCBITaxon_2759
GO:0000493	only_in_taxon	NCBITaxon_2759
GO:0000500	only_in_taxon	NCBITaxon_2759
GO:0000506	only_in_taxon	NCBITaxon_2759
GO:0000512	never_in_taxon	NCBITaxon_4896
GO:0000512	never_in_taxon	NCBITaxon_4932
GO:0000578	only_in_taxon	NCBITaxon_131567
GO:0000578	never_in_taxon	NCBITaxon_2
GO:0000578	never_in_taxon	NCBITaxon_2157
GO:0000578	never_in_taxon	NCBITaxon_4896
GO:0000578	never_in_taxon	NCBITaxon_4932
GO:0000705	only_in_taxon	NCBITaxon_2759
GO:0000706	only_in_taxon	NCBITaxon_2759
GO:0000707	only_in_taxon	NCBITaxon_2759
GO:0000708	only_in_taxon	NCBITaxon_2759
GO:0000709	only_in_taxon	NCBITaxon_2759
GO:0000710	only_in_taxon	NCBITaxon_2759
GO:0000711	only_in_taxon	NCBITaxon_2759
GO:0000712	only_in_taxon	NCBITaxon_2759
GO:0000713	only_in_taxon	NCBITaxon_2759
GO:0000714	only_in_taxon	NCBITaxon_2759
GO:0000742	only_in_taxon	NCBITaxon_Union_0000022
GO:0000743	only_in_taxon	NCBITaxon_Union_0000022
GO:0000744	only_in_taxon	NCBITaxon_5878
GO:0000745	only_in_taxon	NCBITaxon_5878
GO:0000747	only_in_taxon	NCBITaxon_Union_0000022
GO:0000748	only_in_taxon	NCBITaxon_5878
GO:0000749	only_in_taxon	NCBITaxon_4751
GO:0000750	only_in_taxon	NCBITaxon_4751
GO:0000751	only_in_taxon	NCBITaxon_4751
GO:0000752	only_in_taxon	NCBITaxon_4751
GO:0000753	only_in_taxon	NCBITaxon_Union_0000022
GO:0000754	only_in_taxon	NCBITaxon_4751
GO:0000755	only_in_taxon	NCBITaxon_4751
GO:0000756	only_in_taxon	NCBITaxon_5878
GO:0000758	only_in_taxon	NCBITaxon_5878
GO:0000760	only_in_taxon	NCBITaxon_5878
GO:0000761	only_in_taxon	NCBITaxon_5878
GO:0000762	only_in_taxon	NCBITaxon_Union_0000004
GO:0000765	only_in_taxon	NCBITaxon_Union_0000004
GO:0000766	only_in_taxon	NCBITaxon_Union_0000004
GO:0000768	only_in_taxon	NCBITaxon_2759
GO:0000769	only_in_taxon	NCBITaxon_2759
GO:0000775	only_in_taxon	NCBITaxon_131567
GO:0000776	only_in_taxon	NCBITaxon_131567
GO:0000779	only_in_taxon	NCBITaxon_131567
GO:0000781	only_in_taxon	NCBITaxon_131567
GO:0000782	only_in_taxon	NCBITaxon_131567
GO:0000783	only_in_taxon	NCBITaxon_2759
GO:0000785	only_in_taxon	NCBITaxon_131567
GO:0000786	only_in_taxon	NCBITaxon_131567
GO:0000791	only_in_taxon	NCBITaxon_131567
GO:0000792	only_in_taxon	NCBITaxon_131567
GO:0000793	only_in_taxon	NCBITaxon_131567
GO:0000794	only_in_taxon	NCBITaxon_2759
GO:0000795	only_in_taxon	NCBITaxon_2759
GO:0000795	never_in_taxon	NCBITaxon_4896
GO:0000796	only_in_taxon	NCBITaxon_131567
GO:0000800	only_in_taxon	NCBITaxon_2759
GO:0000800	never_in_taxon	NCBITaxon_4896
GO:0000801	only_in_taxon	NCBITaxon_2759
GO:0000801	never_in_taxon	NCBITaxon_4896
GO:0000802	only_in_taxon	NCBITaxon_2759
GO:0000802	never_in_taxon	NCBITaxon_4896
GO:0000803	only_in_taxon	NCBITaxon_131567
GO:0000804	only_in_taxon	NCBITaxon_131567
GO:0000804	never_in_taxon	NCBITaxon_40674
GO:0000805	only_in_taxon	NCBITaxon_131567
GO:0000805	never_in_taxon	NCBITaxon_8782
GO:0000806	only_in_taxon	NCBITaxon_131567
GO:0000806	never_in_taxon	NCBITaxon_8782
GO:0000807	only_in_taxon	NCBITaxon_131567
GO:0000807	never_in_taxon	NCBITaxon_40674
GO:0000808	only_in_taxon	NCBITaxon_131567
GO:0000809	only_in_taxon	NCBITaxon_131567
GO:0000811	only_in_taxon	NCBITaxon_2759
GO:0000812	only_in_taxon	NCBITaxon_2759
GO:0000813	only_in_taxon	NCBITaxon_2759
GO:0000814	only_in_taxon	NCBITaxon_2759
GO:0000815	only_in_taxon	NCBITaxon_2759
GO:0000817	only_in_taxon	NCBITaxon_2759
GO:0000835	only_in_taxon	NCBITaxon_2759
GO:0000836	only_in_taxon	NCBITaxon_2759
GO:0000837	only_in_taxon	NCBITaxon_2759
GO:0000838	only_in_taxon	NCBITaxon_2759
GO:0000839	only_in_taxon	NCBITaxon_2759
GO:0000900	only_in_taxon	NCBITaxon_131567
GO:0000901	only_in_taxon	NCBITaxon_131567
GO:0000902	only_in_taxon	NCBITaxon_131567
GO:0000905	only_in_taxon	NCBITaxon_4751
GO:0000905	never_in_taxon	NCBITaxon_4896
GO:0000905	never_in_taxon	NCBITaxon_4932
GO:0000908	only_in_taxon	NCBITaxon_2
GO:0000909	only_in_taxon	NCBITaxon_4751
GO:0000909	never_in_taxon	NCBITaxon_4896
GO:0000909	never_in_taxon	NCBITaxon_4932
GO:0000911	only_in_taxon	NCBITaxon_33090
GO:0000913	only_in_taxon	NCBITaxon_33090
GO:0000914	only_in_taxon	NCBITaxon_33090
GO:0000915	only_in_taxon	NCBITaxon_2759
GO:0000917	only_in_taxon	NCBITaxon_Union_0000020
GO:0000918	only_in_taxon	NCBITaxon_Union_0000020
GO:0000918	never_in_taxon	NCBITaxon_4896
GO:0000919	only_in_taxon	NCBITaxon_33090
GO:0000920	never_in_taxon	NCBITaxon_33208
GO:0000920	never_in_taxon	NCBITaxon_554915
GO:0000921	only_in_taxon	NCBITaxon_131567
GO:0000922	only_in_taxon	NCBITaxon_131567
GO:0000923	only_in_taxon	NCBITaxon_131567
GO:0000930	only_in_taxon	NCBITaxon_131567
GO:0000931	only_in_taxon	NCBITaxon_131567
GO:0000932	only_in_taxon	NCBITaxon_131567
GO:0000933	only_in_taxon	NCBITaxon_Union_0000020
GO:0000934	only_in_taxon	NCBITaxon_Union_0000020
GO:0000935	only_in_taxon	NCBITaxon_Union_0000020
GO:0000936	only_in_taxon	NCBITaxon_2759
GO:0000936	only_in_taxon	NCBITaxon_Union_0000020
GO:0000937	only_in_taxon	NCBITaxon_Union_0000020
GO:0000938	only_in_taxon	NCBITaxon_2759
GO:0000939	only_in_taxon	NCBITaxon_131567
GO:0000940	only_in_taxon	NCBITaxon_131567
GO:0000943	only_in_taxon	NCBITaxon_2759
GO:0000957	only_in_taxon	NCBITaxon_2759
GO:0000958	only_in_taxon	NCBITaxon_2759
GO:0000959	only_in_taxon	NCBITaxon_2759
GO:0000960	only_in_taxon	NCBITaxon_2759
GO:0000961	only_in_taxon	NCBITaxon_2759
GO:0000962	only_in_taxon	NCBITaxon_2759
GO:0000963	only_in_taxon	NCBITaxon_2759
GO:0000964	only_in_taxon	NCBITaxon_2759
GO:0000965	only_in_taxon	NCBITaxon_2759
GO:0000995	never_in_taxon	NCBITaxon_2
GO:0001070	only_in_taxon	NCBITaxon_10239
GO:0001072	never_in_taxon	NCBITaxon_2759
GO:0001079	only_in_taxon	NCBITaxon_131567
GO:0001080	only_in_taxon	NCBITaxon_131567
GO:0001081	only_in_taxon	NCBITaxon_131567
GO:0001100	only_in_taxon	NCBITaxon_2759
GO:0001181	never_in_taxon	NCBITaxon_2
GO:0001325	only_in_taxon	NCBITaxon_131567
GO:0001400	only_in_taxon	NCBITaxon_131567
GO:0001401	only_in_taxon	NCBITaxon_2759
GO:0001402	only_in_taxon	NCBITaxon_131567
GO:0001403	only_in_taxon	NCBITaxon_4751
GO:0001405	only_in_taxon	NCBITaxon_2759
GO:0001410	only_in_taxon	NCBITaxon_4751
GO:0001411	only_in_taxon	NCBITaxon_4751
GO:0001501	only_in_taxon	NCBITaxon_33213
GO:0001502	only_in_taxon	NCBITaxon_33213
GO:0001503	only_in_taxon	NCBITaxon_7742
GO:0001504	only_in_taxon	NCBITaxon_33208
GO:0001507	only_in_taxon	NCBITaxon_33208
GO:0001508	never_in_taxon	NCBITaxon_4895
GO:0001514	only_in_taxon	NCBITaxon_131567
GO:0001514	never_in_taxon	NCBITaxon_3193
GO:0001514	never_in_taxon	NCBITaxon_451864
GO:0001516	only_in_taxon	NCBITaxon_6072
GO:0001520	only_in_taxon	NCBITaxon_40674
GO:0001525	only_in_taxon	NCBITaxon_7742
GO:0001532	never_in_taxon	NCBITaxon_4751
GO:0001533	only_in_taxon	NCBITaxon_33208
GO:0001533	never_in_taxon	NCBITaxon_50557
GO:0001534	only_in_taxon	NCBITaxon_2759
GO:0001534	never_in_taxon	NCBITaxon_3176
GO:0001534	never_in_taxon	NCBITaxon_3378
GO:0001534	never_in_taxon	NCBITaxon_3398
GO:0001534	never_in_taxon	NCBITaxon_4890
GO:0001534	never_in_taxon	NCBITaxon_5782
GO:0001535	only_in_taxon	NCBITaxon_2759
GO:0001535	never_in_taxon	NCBITaxon_3176
GO:0001535	never_in_taxon	NCBITaxon_3378
GO:0001535	never_in_taxon	NCBITaxon_3398
GO:0001535	never_in_taxon	NCBITaxon_4890
GO:0001535	never_in_taxon	NCBITaxon_5782
GO:0001536	only_in_taxon	NCBITaxon_2759
GO:0001536	never_in_taxon	NCBITaxon_3176
GO:0001536	never_in_taxon	NCBITaxon_3378
GO:0001536	never_in_taxon	NCBITaxon_3398
GO:0001536	never_in_taxon	NCBITaxon_4890
GO:0001536	never_in_taxon	NCBITaxon_5782
GO:0001539	never_in_taxon	NCBITaxon_4890
GO:0001541	only_in_taxon	NCBITaxon_7742
GO:0001542	only_in_taxon	NCBITaxon_33208
GO:0001543	only_in_taxon	NCBITaxon_33208
GO:0001544	only_in_taxon	NCBITaxon_7742
GO:0001545	only_in_taxon	NCBITaxon_7742
GO:0001546	only_in_taxon	NCBITaxon_40674
GO:0001547	only_in_taxon	NCBITaxon_7742
GO:0001548	only_in_taxon	NCBITaxon_7742
GO:0001549	only_in_taxon	NCBITaxon_40674
GO:0001550	only_in_taxon	NCBITaxon_40674
GO:0001551	only_in_taxon	NCBITaxon_7742
GO:0001552	only_in_taxon	NCBITaxon_33208
GO:0001553	only_in_taxon	NCBITaxon_33208
GO:0001554	only_in_taxon	NCBITaxon_33208
GO:0001555	only_in_taxon	NCBITaxon_33208
GO:0001556	only_in_taxon	NCBITaxon_33208
GO:0001558	only_in_taxon	NCBITaxon_131567
GO:0001560	only_in_taxon	NCBITaxon_131567
GO:0001562	never_in_taxon	NCBITaxon_4895
GO:0001563	never_in_taxon	NCBITaxon_4895
GO:0001568	only_in_taxon	NCBITaxon_7742
GO:0001569	only_in_taxon	NCBITaxon_7742
GO:0001570	only_in_taxon	NCBITaxon_7742
GO:0001578	only_in_taxon	NCBITaxon_131567
GO:0001580	only_in_taxon	NCBITaxon_33208
GO:0001581	only_in_taxon	NCBITaxon_33208
GO:0001582	only_in_taxon	NCBITaxon_33208
GO:0001583	only_in_taxon	NCBITaxon_33208
GO:0001588	only_in_taxon	NCBITaxon_33208
GO:0001591	only_in_taxon	NCBITaxon_33208
GO:0001595	never_in_taxon	NCBITaxon_4751
GO:0001596	never_in_taxon	NCBITaxon_4751
GO:0001601	never_in_taxon	NCBITaxon_4751
GO:0001602	never_in_taxon	NCBITaxon_4751
GO:0001607	never_in_taxon	NCBITaxon_4751
GO:0001618	never_in_taxon	NCBITaxon_4895
GO:0001626	never_in_taxon	NCBITaxon_4751
GO:0001631	never_in_taxon	NCBITaxon_4751
GO:0001632	never_in_taxon	NCBITaxon_4751
GO:0001647	never_in_taxon	NCBITaxon_4751
GO:0001649	only_in_taxon	NCBITaxon_7742
GO:0001650	only_in_taxon	NCBITaxon_2759
GO:0001651	only_in_taxon	NCBITaxon_2759
GO:0001652	only_in_taxon	NCBITaxon_2759
GO:0001654	only_in_taxon	NCBITaxon_6072
GO:0001655	only_in_taxon	NCBITaxon_6072
GO:0001656	only_in_taxon	NCBITaxon_7776
GO:0001657	only_in_taxon	NCBITaxon_7776
GO:0001658	only_in_taxon	NCBITaxon_7776
GO:0001659	never_in_taxon	NCBITaxon_2
GO:0001659	never_in_taxon	NCBITaxon_2157
GO:0001659	never_in_taxon	NCBITaxon_4896
GO:0001659	never_in_taxon	NCBITaxon_4932
GO:0001660	only_in_taxon	NCBITaxon_7742
GO:0001661	only_in_taxon	NCBITaxon_33208
GO:0001662	only_in_taxon	NCBITaxon_33208
GO:0001667	never_in_taxon	NCBITaxon_4890
GO:0001669	only_in_taxon	NCBITaxon_2759
GO:0001669	never_in_taxon	NCBITaxon_3176
GO:0001669	never_in_taxon	NCBITaxon_3378
GO:0001669	never_in_taxon	NCBITaxon_3398
GO:0001669	never_in_taxon	NCBITaxon_4751
GO:0001669	never_in_taxon	NCBITaxon_5782
GO:0001673	only_in_taxon	NCBITaxon_2759
GO:0001674	only_in_taxon	NCBITaxon_33208
GO:0001675	only_in_taxon	NCBITaxon_2759
GO:0001675	never_in_taxon	NCBITaxon_3176
GO:0001675	never_in_taxon	NCBITaxon_3378
GO:0001675	never_in_taxon	NCBITaxon_3398
GO:0001675	never_in_taxon	NCBITaxon_4751
GO:0001675	never_in_taxon	NCBITaxon_5782
GO:0001677	only_in_taxon	NCBITaxon_131567
GO:0001678	only_in_taxon	NCBITaxon_131567
GO:0001696	never_in_taxon	NCBITaxon_2
GO:0001696	never_in_taxon	NCBITaxon_2157
GO:0001696	never_in_taxon	NCBITaxon_4896
GO:0001696	never_in_taxon	NCBITaxon_4932
GO:0001697	never_in_taxon	NCBITaxon_2
GO:0001697	never_in_taxon	NCBITaxon_2157
GO:0001697	never_in_taxon	NCBITaxon_4896
GO:0001697	never_in_taxon	NCBITaxon_4932
GO:0001698	never_in_taxon	NCBITaxon_2
GO:0001698	never_in_taxon	NCBITaxon_2157
GO:0001698	never_in_taxon	NCBITaxon_4896
GO:0001698	never_in_taxon	NCBITaxon_4932
GO:0001699	only_in_taxon	NCBITaxon_33208
GO:0001700	only_in_taxon	NCBITaxon_50557
GO:0001701	only_in_taxon	NCBITaxon_32525
GO:0001702	only_in_taxon	NCBITaxon_33511
GO:0001703	only_in_taxon	NCBITaxon_33317
GO:0001704	only_in_taxon	NCBITaxon_6072
GO:0001705	only_in_taxon	NCBITaxon_6072
GO:0001706	only_in_taxon	NCBITaxon_6072
GO:0001707	only_in_taxon	NCBITaxon_6072
GO:0001708	only_in_taxon	NCBITaxon_131567
GO:0001709	only_in_taxon	NCBITaxon_131567
GO:0001710	only_in_taxon	NCBITaxon_6072
GO:0001711	only_in_taxon	NCBITaxon_6072
GO:0001712	only_in_taxon	NCBITaxon_6072
GO:0001713	only_in_taxon	NCBITaxon_6072
GO:0001714	only_in_taxon	NCBITaxon_6072
GO:0001715	only_in_taxon	NCBITaxon_6072
GO:0001725	only_in_taxon	NCBITaxon_131567
GO:0001726	only_in_taxon	NCBITaxon_131567
GO:0001726	never_in_taxon	NCBITaxon_2
GO:0001726	never_in_taxon	NCBITaxon_33090
GO:0001726	never_in_taxon	NCBITaxon_4751
GO:0001731	only_in_taxon	NCBITaxon_131567
GO:0001732	only_in_taxon	NCBITaxon_131567
GO:0001734	only_in_taxon	NCBITaxon_2759
GO:0001736	only_in_taxon	NCBITaxon_33208
GO:0001737	only_in_taxon	NCBITaxon_50557
GO:0001738	only_in_taxon	NCBITaxon_33208
GO:0001739	only_in_taxon	NCBITaxon_131567
GO:0001740	only_in_taxon	NCBITaxon_40674
GO:0001741	only_in_taxon	NCBITaxon_131567
GO:0001741	never_in_taxon	NCBITaxon_8782
GO:0001742	only_in_taxon	NCBITaxon_6656
GO:0001743	only_in_taxon	NCBITaxon_7742
GO:0001744	only_in_taxon	NCBITaxon_50557
GO:0001745	only_in_taxon	NCBITaxon_6656
GO:0001746	only_in_taxon	NCBITaxon_6072
GO:0001748	only_in_taxon	NCBITaxon_50557
GO:0001750	only_in_taxon	NCBITaxon_6072
GO:0001751	only_in_taxon	NCBITaxon_6656
GO:0001752	only_in_taxon	NCBITaxon_6656
GO:0001754	only_in_taxon	NCBITaxon_6072
GO:0001755	only_in_taxon	NCBITaxon_89593
GO:0001756	only_in_taxon	NCBITaxon_7711
GO:0001757	only_in_taxon	NCBITaxon_7711
GO:0001759	only_in_taxon	NCBITaxon_6072
GO:0001763	never_in_taxon	NCBITaxon_2
GO:0001763	never_in_taxon	NCBITaxon_2157
GO:0001763	never_in_taxon	NCBITaxon_4896
GO:0001763	never_in_taxon	NCBITaxon_4932
GO:0001764	only_in_taxon	NCBITaxon_6072
GO:0001767	only_in_taxon	NCBITaxon_7742
GO:0001768	only_in_taxon	NCBITaxon_7742
GO:0001769	only_in_taxon	NCBITaxon_7742
GO:0001770	only_in_taxon	NCBITaxon_7742
GO:0001771	only_in_taxon	NCBITaxon_7742
GO:0001772	only_in_taxon	NCBITaxon_7742
GO:0001773	only_in_taxon	NCBITaxon_7742
GO:0001774	only_in_taxon	NCBITaxon_7742
GO:0001775	only_in_taxon	NCBITaxon_33208
GO:0001776	only_in_taxon	NCBITaxon_7742
GO:0001777	only_in_taxon	NCBITaxon_7742
GO:0001778	only_in_taxon	NCBITaxon_131567
GO:0001778	never_in_taxon	NCBITaxon_4751
GO:0001779	only_in_taxon	NCBITaxon_7742
GO:0001780	only_in_taxon	NCBITaxon_7742
GO:0001781	only_in_taxon	NCBITaxon_7742
GO:0001782	only_in_taxon	NCBITaxon_7742
GO:0001783	only_in_taxon	NCBITaxon_7742
GO:0001787	only_in_taxon	NCBITaxon_7742
GO:0001788	only_in_taxon	NCBITaxon_7742
GO:0001792	never_in_taxon	NCBITaxon_4751
GO:0001793	never_in_taxon	NCBITaxon_4751
GO:0001794	only_in_taxon	NCBITaxon_7742
GO:0001795	only_in_taxon	NCBITaxon_7742
GO:0001796	only_in_taxon	NCBITaxon_7776
GO:0001797	only_in_taxon	NCBITaxon_7776
GO:0001798	only_in_taxon	NCBITaxon_7776
GO:0001799	only_in_taxon	NCBITaxon_7776
GO:0001800	only_in_taxon	NCBITaxon_7776
GO:0001801	only_in_taxon	NCBITaxon_7776
GO:0001802	only_in_taxon	NCBITaxon_7742
GO:0001803	only_in_taxon	NCBITaxon_7776
GO:0001804	only_in_taxon	NCBITaxon_7776
GO:0001805	only_in_taxon	NCBITaxon_7776
GO:0001806	only_in_taxon	NCBITaxon_7742
GO:0001807	only_in_taxon	NCBITaxon_7776
GO:0001808	only_in_taxon	NCBITaxon_7776
GO:0001809	only_in_taxon	NCBITaxon_7776
GO:0001810	only_in_taxon	NCBITaxon_7776
GO:0001811	only_in_taxon	NCBITaxon_7776
GO:0001812	only_in_taxon	NCBITaxon_7776
GO:0001813	only_in_taxon	NCBITaxon_7776
GO:0001814	only_in_taxon	NCBITaxon_7776
GO:0001815	only_in_taxon	NCBITaxon_7776
GO:0001816	never_in_taxon	NCBITaxon_2
GO:0001816	never_in_taxon	NCBITaxon_2157
GO:0001816	never_in_taxon	NCBITaxon_4896
GO:0001816	never_in_taxon	NCBITaxon_4932
GO:0001817	never_in_taxon	NCBITaxon_2
GO:0001817	never_in_taxon	NCBITaxon_2157
GO:0001817	never_in_taxon	NCBITaxon_4896
GO:0001817	never_in_taxon	NCBITaxon_4932
GO:0001818	never_in_taxon	NCBITaxon_2
GO:0001818	never_in_taxon	NCBITaxon_2157
GO:0001818	never_in_taxon	NCBITaxon_4896
GO:0001818	never_in_taxon	NCBITaxon_4932
GO:0001819	never_in_taxon	NCBITaxon_2
GO:0001819	never_in_taxon	NCBITaxon_2157
GO:0001819	never_in_taxon	NCBITaxon_4896
GO:0001819	never_in_taxon	NCBITaxon_4932
GO:0001822	only_in_taxon	NCBITaxon_7776
GO:0001823	only_in_taxon	NCBITaxon_7776
GO:0001824	only_in_taxon	NCBITaxon_32525
GO:0001825	only_in_taxon	NCBITaxon_32525
GO:0001826	only_in_taxon	NCBITaxon_32525
GO:0001827	only_in_taxon	NCBITaxon_32525
